,correlation,noise
118,0.9006612202996668,0.2
119,0.8669309200339272,0.2
120,0.815066887969758,0.5
121,0.38648563659137525,0.5
122,0.7977686935759754,0.5
123,0.8164317205382748,0.5
124,0.820333826116853,0.5
125,0.8461084291266149,0.5
126,0.5715778224645425,0.5
127,0.459388838990598,0.5
128,0.6674220412502616,0.5
129,0.6501655263438738,0.5
130,0.8480406968794624,0.5
131,0.8275504106095186,0.5
132,0.813412369411298,0.5
133,0.7662769400604016,0.5
134,0.7978855113664354,0.5
135,0.7689101645602197,0.5
136,0.7162972743509872,0.5
137,0.8275063008886296,0.5
138,0.7841377337699748,0.5
139,0.7940238874689233,0.5
140,0.7856898214126015,0.5
141,0.7178820047107051,0.5
142,0.7983136715084156,0.5
143,0.7785233989050775,0.5
144,0.703720816791794,0.5
145,0.7247888167257013,0.5
146,0.7675082451011744,0.5
147,0.8124411021459761,0.5
148,0.8403561166935629,0.5
149,0.8465315638355304,0.5
150,0.6645169434843563,1.0
151,0.6805037210412173,1.0
152,0.6891038167627701,1.0
153,0.47186094894088704,1.0
154,0.38682562317355046,1.0
155,0.48530716550019776,1.0
156,0.33620150147326916,1.0
157,0.4849115597331691,1.0
158,0.6905335911210493,1.0
159,0.6214008256442666,1.0
160,0.6919902380663604,1.0
161,0.5270494825394918,1.0
162,0.7348247834864499,1.0
163,0.6767417355096786,1.0
164,0.6858678328126432,1.0
165,0.6414734452436012,1.0
166,0.6558254611142715,1.0
167,0.45917580149444615,1.0
168,0.7469676930818332,1.0
169,0.7301158866358111,1.0
170,0.3572784405389201,1.0
171,0.635365946204395,1.0
172,0.6029796896942378,1.0
173,0.5947753879448305,1.0
174,0.5427851605044028,1.0
175,0.6947374134062319,1.0
176,0.6549944490619815,1.0
177,0.6490733611919125,1.0
178,0.6678766495692495,1.0
179,0.6803682906426574,1.0
180,0.5390235383220767,2.0
181,0.5054530153083654,2.0
182,0.31952901453397675,2.0
183,0.23563309155534112,2.0
184,0.4502734849815916,2.0
185,0.5382040574817895,2.0
186,0.30951608641257344,2.0
187,0.26245905791163987,2.0
188,0.3765681289271748,2.0
189,0.5307816719223047,2.0
190,0.24266780442607824,2.0
191,0.25124204528614535,2.0
192,0.4728879876482511,2.0
193,0.34443335962880633,2.0
194,0.27199647294861595,2.0
195,0.49750697107172315,2.0
196,0.4657355674225865,2.0
197,0.44408271058500004,2.0
198,0.4681951283215062,2.0
199,0.41898338084153436,2.0
200,0.47908097679338363,2.0
201,0.36628504860825806,2.0
202,0.2822211139812699,2.0
203,0.4168483075199284,2.0
204,0.29281653557648984,2.0
205,0.3397699498874842,2.0
206,0.4693132795795498,2.0
207,0.3541441820817458,2.0
208,0.38680356345913797,2.0
209,0.4599236057700325,2.0
210,0.3027120613640596,3.0
211,0.15407170265911768,3.0
212,0.16717358548270408,3.0
213,0.3067131067100721,3.0
214,0.3522196591399044,3.0
215,0.1535234313037586,3.0
216,0.31572016834229716,3.0
217,0.05711146422811922,3.0
218,0.2927704812122465,3.0
219,0.3384891994226579,3.0
220,0.41118206094501875,3.0
221,0.06878595890179498,3.0
222,0.2082967853848282,3.0
223,0.3097837108412045,3.0
224,0.2364541462161451,3.0
225,0.3858535236648381,3.0
226,0.2016674058240268,3.0
227,0.29288906069824,3.0
228,0.14212506824151108,3.0
229,0.266832473078398,3.0
230,0.3568347414584027,3.0
231,0.12522737219365626,3.0
232,0.29000145513543724,3.0
233,0.28272873223142503,3.0
234,0.20621137344439022,3.0
235,0.3407409401786209,3.0
236,0.3493499586758485,3.0
237,0.21814155898580553,3.0
238,0.1937565975690233,3.0
239,0.23438950818360646,3.0
240,0.013088714021729243,5.0
241,0.21504475210912377,5.0
242,0.07832814230797751,5.0
243,0.0893075857481774,5.0
244,0.13787361939338583,5.0
245,0.08314927110990479,5.0
246,0.21086422745888295,5.0
247,0.07396855822392381,5.0
248,0.10267187482302825,5.0
249,0.18969979402943973,5.0
250,0.08195113590894194,5.0
251,0.06940967970624136,5.0
252,0.12171159217165489,5.0
253,0.09844815775612858,5.0
254,0.16136665227624608,5.0
255,0.1617141446751805,5.0
256,0.10114483738213113,5.0
257,0.13196132025523924,5.0
258,0.11824707481376909,5.0
259,0.17809880992890928,5.0
260,0.23243301364963995,5.0
261,0.13256422640311635,5.0
262,0.1687835069640311,5.0
263,0.1353733514891633,5.0
264,0.14620053490195745,5.0
265,0.20453207799462367,5.0
266,0.14312424605442065,5.0
267,0.10086237889687595,5.0
268,0.06348353443627487,5.0
269,0.21190476121951107,5.0
